Location,Hospital_Name,State,District,Pincode,Latitude,Longitude,Specialisation,n_beds
"Near Gabdhi Statue, Gandhi Road, Proddatur",Bhavya Nursing Home,Andhra Pradesh,Y.S.R.,516360,14.7500333,78.5478809,"Paediatricians, Maternity",27
Gandhi Road Proddutur Proddatur 516360  Kadapa,Cnr Nursing Home,Andhra Pradesh,Y.S.R.,516360,14.7491864,78.5531577,"General Physician, Orthopaedic",16
"3 / 1467, Holmespet Proddatur",Kalyana Chakravarthy Hospitals - Proddatur,Andhra Pradesh,Y.S.R.,516360,14.7528736,78.5514834,"Gynaecologist & Obstetrician, Maternity, Gynecological Cancer",45
"8/399, Swayam Sevak Road, Proddatur",Kathya Nursing Home,Andhra Pradesh,Y.S.R.,516360,14.7512835,78.5497493,Dentist,3
"No. 5/1895, Gandhi Road,Geetha Ashram Street,",Lakshmi Kishore Hospital,Andhra Pradesh,Y.S.R.,516360,26.1781993,91.773379,Ophthalmologist,6
"Dr.Ramalinga Reddy Hospital Campus, Holmeset, Proddatur",Orthopaedic And Maternity Hospital,Andhra Pradesh,Y.S.R.,516360,14.7491864,78.5531577,"Orthopedist, Physiotherapist, ENT",5
"8/700, OppositePosina Compound, Gandhi Road,Proddatur",Shree Veja Nursing Home,Andhra Pradesh,Y.S.R.,516360,14.7500333,78.5478809,"ENT, Otorhinolaryngologist",5
"4/626,Gandhi Road,Proddatur",Siva Nursing Home,Andhra Pradesh,Y.S.R.,516360,14.7500333,78.5478809,Maternity,5
"T. B. Road, t. Kaddapa",Swarup Eye Hospital and Laser Center,Andhra Pradesh,Y.S.R.,516360,14.7600159,78.5393058,Maternity,7
Nagadastagiri Healthcare Comples 3/1467 Holmespet Proddatur 516360  Kadapa,Vaatsalya Hospital,Andhra Pradesh,Y.S.R.,516360,14.7491864,78.5531577,Ophthalmologist,12
"Dr S Vijaya M S, Vijaya Eye Hospital, 4/624, Gandhi Road, Proddatur",Vijaya Eye Hospital,Andhra Pradesh,Y.S.R.,516360,14.7500333,78.5478809,Gynaecologist & Obstetrician,28
Holmespet Proddatur Kadapa,Nikhil Nursing Home,Andhra Pradesh,Y.S.R.,516434,14.7528736,78.5514834,"Urology, Gynaecologist & Obstetrician, Gastroenterology, Dermatolist, Diabetologist",23
"17-48, Kapu Street, Jammalamadugu Kadapa Andra Pradesh",Sree Tati Reddy Ramalinga Reddy Nursing Home,Andhra Pradesh,Y.S.R.,516434,14.686981,78.3909238,"Dentist, Neurologist, Cardiac, Orthodontist",21
"17/48, Kapu Street Jammalamadugu Kadapa 516434 : Kadapa",Sri Thati Reddy Ramalinga Reddy Nursing Home,Andhra Pradesh,Y.S.R.,516434,14.6857186,78.3909785,"General Physician, Ophthalmologist",12
"M D O Office Road, Jammalamadugu,Kadapa",Venkata Sai Baradwaja Hospital,Andhra Pradesh,Y.S.R.,516434,14.8474197,78.3899108,Gynaecologist & Obstetrician,14
"20-1-61, Opposite L. I. C. Building, Main Road",7 Star Superspeciality Hospital,Andhra Pradesh,East Godavari,533001,32.458567,74.5000465,"General Physician, Orthopaedic",8
"13-1-3, Main Road, Kakinada",Apollo Samudra Hospitals,Andhra Pradesh,East Godavari,533001,17.0769388,82.1385327,Ophthalmologist,6
Kakinada,Bharani Hospital,Andhra Pradesh,East Godavari,533001,16.9890648,82.2474648,Orthopaedic,6
"Near Ii Town Police Station,Main Road.",Care Emergency Hospital,Andhra Pradesh,East Godavari,533001,29.5160925,74.5877445,ENT,6
Kakinada,Christian Cancer Center,Andhra Pradesh,East Godavari,533001,16.9837142,82.2404611,Gynaecologist & Obstetrician,15
"P R College Road, Opp Govt Hospitals P R College Road Kakinada 533001  East Godavari",Haritha Hospitals,Andhra Pradesh,East Godavari,533001,16.9482342,82.2528975,"General Physician, Urologist, Diabetologist, Tuberculosis, Cardiac, Asthma, Hepatitis, Maternity",4
Kakinada,Kakinada Nursing Home,Andhra Pradesh,East Godavari,533001,16.9890648,82.2474648,General Physician,5
"13-1-13, Main Road, Kakinada",Life Line Emergency Hospital,Andhra Pradesh,East Godavari,533001,17.0769388,82.1385327,"General Physician, Urologist",8
11-11-3/1 Prabhakara Street Ramaraopeta Kakinada 533001  East Godavari,Raghava 24 Hrs Emergency Hospital,Andhra Pradesh,East Godavari,533001,16.9640729,82.2329395,Orthopedic,4
"21-1-24,Jawahar Street,Shalypet, Kakinada : 533001",Sai Sudha Hospital,Andhra Pradesh,East Godavari,533001,16.9482342,82.2528975,"Gastroenterologist, Urologist, Maternity",14
"Dno:21-1-29, Jawahar St, Kakinada",Shravani Ent Hospital,Andhra Pradesh,East Godavari,533001,16.9558071,82.2330899,Gynaecologist & Obstetrician,14
"34-1-20, Temple Street, rict East Godawari, Kakinada,",Siddhartha Hospital,Andhra Pradesh,East Godavari,533001,16.954694,82.2327304,Ophthalmologist,4
"Nageswara Rao Street,Ramrao Pet,Kakinada",Sri Gowthami Nursing Home,Andhra Pradesh,East Godavari,533001,16.9890648,82.2474648,"Orthopaedic, Paediatrician",6
"Cinema Street, Opp Anandabharathi, Cinema Street Kakinada 533001  East Godavari",Sri Lalitha Hospitals Institute Of Lap Surgery And Training,Andhra Pradesh,East Godavari,533001,16.9510095,82.2365598,"Pathology Labs
",0
"7-3-15 Prakash St, Ramarao Peta, Kakinada",Sri Srinivasa Orthopaedic Centre and Nursing Home,Andhra Pradesh,East Godavari,533001,16.9890648,82.2474648,Maternity,11
Rajahmundry,Srihitha Children Hospital,Andhra Pradesh,East Godavari,533001,17.0005383,81.8040345,Dentist,2
Jawahar Street Kakinada Kakinada 533001  East Godavari,Vijaya Nursing Home,Andhra Pradesh,East Godavari,533001,16.9639769,82.2236918,"General Physician, Paediatrician",4
Rajahmundry,Vishwanadha Eye and Maternity Hospital,Andhra Pradesh,East Godavari,533001,17.0005383,81.8040345,"General Physician, Gynaecologist & Obstetrician",16
"Endowments Colony, 100 Building Centre Srinagar",Bhanu Nursing Home and Eye Hospital,Andhra Pradesh,East Godavari,533003,34.1255413,74.9442585,Orthopaedic,4
"2-4-10 Near Suruchi Sweet Stall, Behind Padmapriva Theatre, Bhanugudi Junction, Kakinada",Mother and Child Hospital,Andhra Pradesh,East Godavari,533003,16.9754085,82.2352397,Orthopaedic,4
"2-10-50 Srinagar, Bhanugudi Junction Kakinada 533003  East Godavari",Nayana Eye Care,Andhra Pradesh,East Godavari,533003,16.9695602,82.2388249,Maternity,16
"Ganjamvari Street, Kakinada",Ramalingeswara Nursing Home,Andhra Pradesh,East Godavari,533003,16.9506495,82.2333585,General Physician,2
"Lig No.6,100 Building Complex Road, Kakinada",Saipriya Maternity Hospital,Andhra Pradesh,East Godavari,533003,16.9890648,82.2474648,"Urologist, Maternity",17
"11-5-9, Gopalakrishna Street,Ramaraopeta, Kakinada",Kasturi Nursing Home,Andhra Pradesh,East Godavari,533004,16.9890648,82.2474648,"Gynaecologist & Obstetrician, Ophthalmologist, Oncologist",17
"Gandhi Nagar, Gandhi Nagar",Poly Clinic and Hospital,Andhra Pradesh,East Godavari,533004,12.6670587,79.2782323,Maternity,18
"11-5-10, Gopala Krishna Street, Ramaraopet,Kakinada",Ravichandra Hospital,Andhra Pradesh,East Godavari,533004,16.9890648,82.2474648,"General Physician, Gynaecologist & Obstetrician, Ophthalmologist, Cardiologist, Diabetologist, Neurologist",16
: 11-11-1 Ramaraopet Kakinada 533004  East Godavari,Sanjivi Orthopaedic Hospital,Andhra Pradesh,East Godavari,533004,16.9663046,82.2270885,"General Physician, Orthopaedic",6
"8-5-19/1, Ontimamidi Junction, Gandhinagar, Kakinada",Sri Sai Raghavendra Super Specialities Hospital,Andhra Pradesh,East Godavari,533004,16.9890648,82.2474648,"Gastroenterology, ENT, Dental, Gynaecology & Obstetric, Ophthalmology, Endocrinology & Diabetes, Urology, Dermatology",4
"10-7-39, Kopellavari Street Ramaraopet(Near Duper Bazar),Kakinada",Sri Venkata Chalapathi Nursing Home,Andhra Pradesh,East Godavari,533004,16.9890648,82.2474648,"General Physician, Ophthalmologist",4
Venugopal Nursing Home Kamalendera Nath Street Narasanana Nagar Kakinada,Sri Venugopal Hospital,Andhra Pradesh,East Godavari,533004,16.9890648,82.2474648,"Gynecology/Obstetrics, Gynecologic Oncology",18
"10-5-8, Nageswara Rao Street, Rama Rao Pet 2Nd Junction Kakinada 533004  East Godavari",Sudha Urology And Andrology Hospital,Andhra Pradesh,East Godavari,533004,16.9663046,82.2270885,"General Physician, Gynaecologist & Obstetrician, Cardiologist, Diabetologist, Oncologist, Orthopaedic",18
"10-5-27/1, Nageswara Rao Street, Ramaraopeta Kakinada 533004  East Godavari",Surya Global Hospitals,Andhra Pradesh,East Godavari,533004,16.9607952,82.2282795,"ENT, Urologist, Gastroenterologist, Dermatologist, Gynaecology & Obstetrics, Endocrinology & Diabetes, Ophthalmology",18
"6-1-37/Nookalamma Temple Street, Suryaraopet, Kakinada 533004  East Godavari",Vasan Eye Care Hospital,Andhra Pradesh,East Godavari,533004,16.9663046,82.2270885,Orthopaedic,4
"Near Atchampeta Junction, Penumarthi Road, A.P.S.P Camp Post, Kakinada,",Srikiran Institute Of Ophthalmology,Andhra Pradesh,East Godavari,533005,16.9890648,82.2474648,"General Physician, Paediatrician",4
"4-111, Manikyanagar Rd-2, Valasapakala, Kakinada",Sushrutha Hospital,Andhra Pradesh,East Godavari,533005,16.9967552,82.2569717,Institutions For Aged,0
Pedapudi,Sri Srinivasa Nursing Home,Andhra Pradesh,East Godavari,533006,16.9523477,82.1305609,"Gynecologist, Orthopedic, Neurologist",17
"J N Road Ramalayam, Tilak Road",Abhay Nursing Home,Andhra Pradesh,East Godavari,533101,17.3977354,78.5095841,"General Physician, Gynaecologist & Obstetrician",18
"6-18-3, Kokkondavari Street, Rajahmundry",Aravindam Ortho and Physio Centre,Andhra Pradesh,East Godavari,533101,17.0005383,81.8040345,"General Physician, Paediatrician, Diabetologist, Maternity",18
"Main Road, Innespeta",Aruna Hospital and Poly Clinic,Andhra Pradesh,East Godavari,533101,16.9955344,81.777335,"Urologist, ENT, Gynaecology & Obstetrics, Ophthalmology, Nephrology",33
Prakash Nagar Rajahmundry,Bhaskara Raju Children Hospital,Andhra Pradesh,East Godavari,533101,17.0085074,81.7903215,"Ophthalmology, Endocrinology & Diabetes, Urology, Nephrology, ENT, Dermatology, Gastroenterology, Gynaecology & Obstetrics, Dentist",8
"Innespt, Rajahmundry-1",Sri Satya Nursing Home,Andhra Pradesh,East Godavari,533101,16.9955344,81.777335,"General Physician, Neurologist, Coronavirus Treatment, Diabetologist, Urologist",25
"75-8-12, Gandhipuram-Ii",Sri Srinivasa Hospitals,Andhra Pradesh,East Godavari,533101,11.0216153,76.9512637,Orthopaedic,25
"D.No. 10-7-38, Fort Gate,Near Adilaxmi Temple . Rangreejupeta. Rajahmundry",Sri Venkateswara Hospitals,Andhra Pradesh,East Godavari,533101,17.0005383,81.8040345,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Ophthalmologist, Urologist, ENT, Dental",25
"79-1-4/1, Jn Road Rajamundry Rajamundry 533103  East Godavari",Abhaya Emergency Centre,Andhra Pradesh,East Godavari,533103,17.025988,81.785442,"General Physician, Gynaecologist & Obstetrician, Cardiologist",25
"74-11-7, Prakash Nagar, East Godavari rict",Alert Emergency Hospital,Andhra Pradesh,East Godavari,533103,17.0085074,81.7903215,Chemist,0
"D.No : 46-21-10, Danavaipeta, Rajahmundry",Ammanna Memorial Murtys Neuro Super Speciality Ho,Andhra Pradesh,East Godavari,533103,17.0068895,81.7829842,"Gynaecology & Obstetrics, Ophthalmology, Gastroenterology, Nephrology, Endocrinology & Diabetes, ENT, Dermatology, Dentist",48
"Main Road, Near Kottipalli Bus Stand, Rajahmundry",Aruna Hospital and Polyclinic,Andhra Pradesh,East Godavari,533103,16.9937064,81.7762669,Maternity,20
"75-8-12,Gandhipuram,Rajahmundry",Bharadwaja Heart and Maternity Centre,Andhra Pradesh,East Godavari,533103,17.0112469,81.7827774,"General Physician,Pediatrician",0
"Jayakrishnapuram, Rajahmundry",Bhavani Nursing Home,Andhra Pradesh,East Godavari,533103,17.048743,81.799831,Multi-Speciality,6
"Debichowk, Rajahmundry",Buddudu Orthopeadic Hospital,Andhra Pradesh,East Godavari,533103,17.0096947,81.7760339,"Fracture,Orthopaedic",3
Near Danavaipeta Park Besind Hdfc Bank Danavaipeta Park Rajamundry 533103  East Godavari,Coastal Cardiac And Maternity Centre,Andhra Pradesh,East Godavari,533103,17.0068895,81.7829842,"General Physician,Pediatrician",10
"Vt College Road, Behind Kotipalli Bus Stand, Rajahmundry",Geetha Mullapudi Sperspeciality Dental Hospital,Andhra Pradesh,East Godavari,533103,17.0005383,81.8040345,Eye Specialist,0
"75-1-12, Prakash Nagar, Rajahmundry, East Godavari",Gowthami Nursing Home,Andhra Pradesh,East Godavari,533103,17.0085074,81.7903215,"Gynecologist, Obstetrics",20
"75-1-7, Prakash Nagar Rajamundry 533103  East Godavari",Harsha Hospitals,Andhra Pradesh,East Godavari,533103,17.0085074,81.7903215,"General Physician,Pediatricians",0
"D. No.75-7-20, Near Prakash Nagar,Round Park,",Kamalakar Hospital,Andhra Pradesh,East Godavari,533103,17.0068375,81.7875023,"Orthopaedic,Paediatricians,Neurologist",2
"Gandhipuram 3, Rajahmundry",Krishna Nursing Home,Andhra Pradesh,East Godavari,533103,17.0112469,81.7827774,General Physician,0
"46-12-12,Opp Sagar Hospital, Danavaipet, Rajahmundry,",Nest Hospital,Andhra Pradesh,East Godavari,533103,17.0068895,81.7829842,Gynecology/Obstetrics,10
"76-5-4, Opposite Aakar Consulting Eng. Ganugala Veedhi, Rajahmundry",Netra Eye Care,Andhra Pradesh,East Godavari,533103,17.0005383,81.8040345,General Pediatrics,50
"Syamala Nagar, Rajahmundry",Prasanthi Nursing Home,Andhra Pradesh,East Godavari,533103,17.0015368,81.7899798,General Physician,5
"76-4-7, Gandhipuram - 2",Raja Neuro And Multi Speciality Hospital Pvt Ltd,Andhra Pradesh,East Godavari,533103,11.021315,76.970487,"Gynecology/Obstetrics,General Physician",4
"75-1-18, Prakash Nagar",Rajahmundry Orthopedic Hospital,Andhra Pradesh,East Godavari,533103,17.4404903,78.4739384,"Orthopaedics,Neurologist,Cardiologist,Urologist",149
"Danavai Peta, Rajahmundry",Ratna Orthopaedic Center,Andhra Pradesh,East Godavari,533103,17.0068895,81.7829842,Multi-Speciality,149
"46-18-22, Opposite Idbi Bank, Danavaipeta",Sanjana Orthopaedic Hospital,Andhra Pradesh,East Godavari,533103,17.0068895,81.7829842,General Physician,12
"D.No.46-12-19, Gandhi Park Back Road,Danavaipeta,Rajahmundry,",Sreya Medical Speciality Centre,Andhra Pradesh,East Godavari,533103,17.0068895,81.7829842,Orthopaedic,10
"78/8-7, Gandhipuram-3, Rajahmundry,",Sri Ramadas Hospitals,Andhra Pradesh,East Godavari,533103,17.0112469,81.7827774,"Dermatologist, Pediatrics, Cardiologist, Gynaecologist, Dentistry",35
"Danavaipet, Rajahmundry","Sri Suguna Children,S Hospital",Andhra Pradesh,East Godavari,533103,17.0068895,81.7829842,"Orthopaedic,Coronavirus",130
Near Round Park Praksh Nagar Rajamundry 533103  East Godavari,Surya Hospital,Andhra Pradesh,East Godavari,533103,17.0068375,81.7875023,"cardiologist, dermatologist, obstetrics, ophthalmologist, pediatrics, neurologist, rheumatologist",110
"Danavai Peta, D. N. -46-18-8/2, East Godavari,",Swetha Hospitals - Rajahmundry,Andhra Pradesh,East Godavari,533103,17.006802,81.7830251,"Pediatrics, Gynaecologist,Maternity,Gastroenterologist",30
"Tilak Road, Rajahmundry",V.B. Chest Institute,Andhra Pradesh,East Godavari,533103,17.0039159,81.7948734,"General Physician, Paediatricians,Maternity,Dengue, Vaccination, Fever",4
"78-9-11/9, Behind R.T.C Complex,Gandhipuram (:East Godavari )",Vijaya Hospital,Andhra Pradesh,East Godavari,533103,17.0021675,81.7855401,"Cardiologists , Echocardiologists,Bone Fracture, Paediatrics, Urologist",13
"Aryapuram, Rajahmundry,",Akira Eye Hospital,Andhra Pradesh,East Godavari,533104,17.0151123,81.7725499,"Breast Ultrasound, Bone Mineral Density,Abdominal Ultrasound,Diagnostic Ultrasound",5
Opp Gokavaram Bus Stand Rajamundry,Dr A V R Ananda Rao Memorial Eye Clinic,Andhra Pradesh,East Godavari,533104,17.0100744,81.7724645,"Dental,Maternity, neurologist, Bone Fracture,Urologist",8
"20-23-7, Aryapuram, Near Gokavaram Bus Stand Rajahmundry",Kranti Nursing Home,Andhra Pradesh,East Godavari,533104,17.0005383,81.8040345,Obstetrician,12
"20-23-4, Behind Nagadevi Theatre, Near Gokavaram Bus Stand, Rajahmundry,",Royal Hospital,Andhra Pradesh,East Godavari,533104,17.0005383,81.8040345,"Nephrologist, Dialysis center",10
"Devi Chowk, Rajahmundry,",Siddhartha Orthopaedic Hospital and Polyclinic,Andhra Pradesh,East Godavari,533104,17.0096947,81.7760339,Paediatrician,35
"12- 21- 4, Aryapuram, Rajahmundry",Sree Latha Hospital,Andhra Pradesh,East Godavari,533104,17.0151123,81.7725499,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",130
"Gowathmi Grandhalyam St., Rajahmundry",Sri Ram Nursing Home,Andhra Pradesh,East Godavari,533104,17.0005383,81.8040345,Gynaecologist & Obstetrician,110
"At 11-6-A, Beside Aryapuram Fire Station Near Gokavaram Bus Stand, Rajahmundry",Sri Srinivasa Orthopaedic Hospital,Andhra Pradesh,East Godavari,533104,17.0005383,81.8040345,Ophthalmologist,30
"Seethampeta, Rajahmundry",Chaitanya Nursing Home,Andhra Pradesh,East Godavari,533105,17.0209155,81.7711827,Cardiologist,4
"Near Kambala Park, Rajahmundry",Swatantra Hospitals,Andhra Pradesh,East Godavari,533105,17.0127714,81.7782905,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",13
"Near Indiragandhi Statue Jn. Lalacheruvu, Rajahmundry",Saiteja Hospital,Andhra Pradesh,East Godavari,533106,17.0320097,81.8101386,Obstetrician,5
D No.86-26-5 V.L.Puram,Adarsh Multi Speciality Hospital and Neuro Center,Andhra Pradesh,East Godavari,533107,13.0560527,80.2184139,"Nephrologist, Dialysis center",8
"Near N.H-5,,Bommur.",Sruthi Hospitals,Andhra Pradesh,East Godavari,533124,43.1938516,-71.5723953,Paediatrician,12
"College Road, Amalapuram",Adarsha Hospital,Andhra Pradesh,East Godavari,533201,16.567804,81.9972968,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",10
"K N F Road, K N F Road",Care Hospital,Andhra Pradesh,East Godavari,533201,16.4075276,81.7886325,Gynaecologist & Obstetrician,35
Near Red Bridge Kamangaruvu Amalapuram 533201  East Godavari,Konaseema Institute Of Medical Sciences,Andhra Pradesh,East Godavari,533201,16.5720904,82.0008548,Ophthalmologist,130
"Chaitanya Nagar, Amalapuram",Konaseema Institute Of Medical Sciences,Andhra Pradesh,East Godavari,533201,16.5720904,82.0008548,Cardiologist,110
"Nh 214, Chaintanya Nagar,",Konaseva Institute Of Medical Science,Andhra Pradesh,East Godavari,533201,15.2913649,75.1458943,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",30
Amalapuram,Rohine Mother and Child Care Hospital,Andhra Pradesh,East Godavari,533201,16.5720904,82.0008548,Obstetrician,4
"Yerranilivari Street, Amalapuram",Sai Leela Orthopaedic Hospital,Andhra Pradesh,East Godavari,533201,16.5720904,82.0008548,"Nephrologist, Dialysis center",13
"College Road,Amalapuram, E G Dt.",Sri Konaseema Specialities Hospital,Andhra Pradesh,East Godavari,533201,16.567804,81.9972968,Paediatrician,5
"K. Agraharam, Amalapuram",Sri Venkateswara Nursing Home,Andhra Pradesh,East Godavari,533201,16.573678,81.999496,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",8
"3-2-117E, College Road, Amalapuram",V.N.Nursing Home,Andhra Pradesh,East Godavari,533201,16.567804,81.9972968,Gynaecologist & Obstetrician,5
"Mummidivaram, East Godawari, (A.P) -",Janatha Hospital,Andhra Pradesh,East Godavari,533216,16.6414998,82.1042955,Ophthalmologist,8
Kothapeta,Sree Sravana Nursing Home,Andhra Pradesh,East Godavari,533223,16.7160148,81.8957846,Obstetrician,20
Ravulapalem,Sri Venkateswara Nursing Home,Andhra Pradesh,East Godavari,533238,17.4986709,81.9998367,"Nephrologist, Dialysis center",17
"Near R T C Complex, Razole",Sri Maha Laxmi Nursing Home,Andhra Pradesh,East Godavari,533242,16.517212,81.8702795,Paediatrician,30
",K T Raja Rao Street,East Godawari rict.",Vijaya Laxmi Nursing Home,Andhra Pradesh,East Godavari,533242,16.9999058,81.7735238,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",101
",Near Venkateshwara Temple,East Godawari rict.",Ravi Nursing Home,Andhra Pradesh,East Godavari,533253,17.3036498,82.2101462,Gynaecologist & Obstetrician,20
"Sakhinetipalli Mandal, Razole",Sri Sai Bhramarambika Nursing Home,Andhra Pradesh,East Godavari,533253,16.4242668,81.7185253,Ophthalmologist,7
Lakkavaram Lakkavaram,Vrd Care Hospital,Andhra Pradesh,East Godavari,533253,17.063139,81.2917971,Cardiologist,11
